epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,19870.9,0.65659,1.29726,0.59208,0.98043,0.90281,0.80076,0.8586,0.7599,0.90501,0.78989,0.84433,0.69051,0.56367,1.18553,0.48469,0.91175,0.0051339,0.0051339,0.0051339
60,20209.1,0.65012,1.2845,0.58399,0.97649,0.88841,0.80639,0.85775,0.76121,0.88776,0.80238,0.84561,0.69339,0.5626,1.18052,0.4845,0.91146,0.00505,0.00505,0.00505
61,20548.9,0.64947,1.28019,0.58164,0.97574,0.91427,0.78562,0.85771,0.76086,0.9109,0.7818,0.84609,0.69304,0.56054,1.17669,0.48205,0.91015,0.0049661,0.0049661,0.0049661
62,20895.1,0.63848,1.27227,0.57177,0.97323,0.9232,0.77492,0.85552,0.75859,0.9215,0.77131,0.84452,0.69175,0.5601,1.17476,0.48294,0.90966,0.0048822,0.0048822,0.0048822
63,21242.8,0.64391,1.28086,0.5773,0.97439,0.92286,0.78117,0.85496,0.75828,0.92151,0.77314,0.84406,0.69088,0.5593,1.17389,0.48272,0.90905,0.00479831,0.00479831,0.00479831
64,21578,0.64243,1.27199,0.57263,0.97379,0.9087,0.79001,0.85543,0.75958,0.90395,0.78304,0.84538,0.69348,0.55814,1.16931,0.48031,0.90882,0.00471441,0.00471441,0.00471441
65,21920.7,0.63614,1.25315,0.56963,0.97105,0.91638,0.7882,0.85664,0.76062,0.91391,0.77906,0.84565,0.69562,0.55764,1.16733,0.4785,0.90871,0.00463051,0.00463051,0.00463051
66,22265.1,0.63878,1.26268,0.5635,0.97105,0.92442,0.78721,0.85819,0.7618,0.92078,0.77895,0.84662,0.69706,0.55763,1.16495,0.47762,0.90902,0.00454661,0.00454661,0.00454661
67,22597.2,0.63364,1.25467,0.56543,0.9702,0.89182,0.80588,0.85768,0.76179,0.92801,0.77278,0.84645,0.69706,0.55665,1.16586,0.47614,0.90831,0.00446271,0.00446271,0.00446271
68,22931.1,0.63147,1.25245,0.56295,0.96993,0.88318,0.81629,0.8591,0.76196,0.91591,0.78289,0.8467,0.69668,0.5552,1.16354,0.47418,0.90788,0.00437881,0.00437881,0.00437881
69,23266.2,0.63195,1.24571,0.56138,0.96954,0.88541,0.81745,0.85933,0.76301,0.926,0.77908,0.84676,0.69732,0.55366,1.16074,0.4717,0.90779,0.00429492,0.00429492,0.00429492
70,23597.6,0.62896,1.24477,0.55876,0.9675,0.88772,0.81551,0.86026,0.7639,0.92033,0.7834,0.84753,0.69954,0.55249,1.15998,0.47066,0.907,0.00421102,0.00421102,0.00421102
71,23931.9,0.62531,1.24122,0.5491,0.96627,0.925,0.78715,0.85997,0.7659,0.92191,0.78311,0.84739,0.69872,0.55067,1.15956,0.46853,0.90582,0.00412712,0.00412712,0.00412712
