epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
102,8200.87,0.78567,2.40774,0.5812,1.09866,0.59172,0.475,0.47613,0.37533,0.55525,0.43885,0.41748,0.213,1.04056,3.06193,1.034,1.40337,0.00020002,0.00020002,0.00020002
103,8280.41,0.78433,2.41494,0.58575,1.09823,0.70026,0.45914,0.47822,0.37469,0.65857,0.41948,0.40963,0.21659,1.04381,3.05998,1.02322,1.40514,0.00019804,0.00019804,0.00019804
104,8359.61,0.78799,2.40572,0.57613,1.09902,0.62031,0.48157,0.46826,0.36726,0.58992,0.44241,0.41168,0.20836,1.04439,3.07503,1.04831,1.41347,0.00019606,0.00019606,0.00019606
105,8440.6,0.78681,2.41683,0.58679,1.09652,0.62963,0.49055,0.47346,0.37446,0.60687,0.44225,0.40865,0.2149,1.03643,3.0501,1.01298,1.41248,0.00019408,0.00019408,0.00019408
106,8520.05,0.78512,2.40601,0.58312,1.10016,0.70707,0.46429,0.4733,0.36597,0.64523,0.4138,0.39349,0.20463,1.03455,3.07953,1.01376,1.4073,0.0001921,0.0001921,0.0001921
107,8600.95,0.77386,2.39437,0.57102,1.09303,0.60312,0.47371,0.46155,0.3575,0.56776,0.42395,0.39158,0.20313,1.03489,3.0794,1.01212,1.40792,0.00019012,0.00019012,0.00019012
108,8682.07,0.774,2.3982,0.56723,1.09661,0.58547,0.46401,0.46695,0.35972,0.60772,0.42068,0.39641,0.20952,1.03772,3.10482,1.01928,1.41308,0.00018814,0.00018814,0.00018814
109,8762.21,0.77752,2.40114,0.57045,1.09525,0.62649,0.45919,0.47351,0.37215,0.59513,0.42775,0.41906,0.21841,1.04547,3.07913,1.02028,1.4233,0.00018616,0.00018616,0.00018616
110,8844.5,0.77572,2.38661,0.56181,1.0923,0.57896,0.4859,0.46251,0.35914,0.55046,0.44768,0.40134,0.20377,1.04612,3.06169,1.00042,1.41648,0.00018418,0.00018418,0.00018418
111,8929.05,0.76854,2.39372,0.56561,1.08572,0.67422,0.45867,0.47653,0.3775,0.63528,0.42377,0.41308,0.21302,1.03509,3.12847,1.00437,1.42737,0.0001822,0.0001822,0.0001822
112,9009.6,0.7739,2.40243,0.56289,1.09593,0.65867,0.47404,0.47419,0.37047,0.62222,0.43769,0.41098,0.20906,1.04139,3.11302,1.03257,1.42021,0.00018022,0.00018022,0.00018022
113,9090.93,0.76941,2.38419,0.56261,1.08858,0.5893,0.48201,0.47076,0.36551,0.55287,0.44705,0.41183,0.20769,1.04016,3.09849,1.02827,1.42182,0.00017824,0.00017824,0.00017824
114,9172.05,0.77762,2.37867,0.55932,1.09559,0.61399,0.4574,0.46902,0.37078,0.57569,0.42266,0.40363,0.20915,1.04036,3.10329,1.01167,1.41982,0.00017626,0.00017626,0.00017626
115,9253.38,0.76181,2.38565,0.55109,1.09069,0.6192,0.449,0.46722,0.36165,0.58511,0.41913,0.41048,0.20051,1.04462,3.10753,1.04117,1.42972,0.00017428,0.00017428,0.00017428
116,9336.61,0.76813,2.38098,0.55726,1.09,0.63272,0.44676,0.47548,0.36348,0.59644,0.40955,0.41186,0.20497,1.0388,3.07582,1.00884,1.42671,0.0001723,0.0001723,0.0001723
117,9421.04,0.76197,2.37117,0.54728,1.08624,0.62749,0.45536,0.47665,0.36626,0.49169,0.45132,0.41163,0.21288,1.04959,3.10539,1.02601,1.43567,0.00017032,0.00017032,0.00017032
118,9502.84,0.76057,2.36131,0.54771,1.08662,0.61138,0.47534,0.47115,0.36223,0.57572,0.43875,0.40873,0.20816,1.04352,3.11389,1.01486,1.43379,0.00016834,0.00016834,0.00016834
119,9584.49,0.75535,2.35738,0.5582,1.0853,0.61701,0.45012,0.46862,0.36011,0.56665,0.42771,0.40782,0.20451,1.04102,3.1349,1.0392,1.42761,0.00016636,0.00016636,0.00016636
120,9666.35,0.76323,2.35673,0.54845,1.08215,0.58795,0.46636,0.4723,0.36501,0.54729,0.42932,0.4084,0.20751,1.04278,3.14069,1.02161,1.43249,0.00016438,0.00016438,0.00016438
121,9748.37,0.75693,2.35479,0.54545,1.08572,0.66826,0.45382,0.46621,0.36258,0.63379,0.41768,0.40446,0.21037,1.04408,3.09966,1.01124,1.42839,0.0001624,0.0001624,0.0001624
122,9828.31,0.75199,2.3515,0.54207,1.08202,0.60152,0.48561,0.47208,0.37297,0.56553,0.44839,0.41218,0.22017,1.0453,3.12633,1.02246,1.43749,0.00016042,0.00016042,0.00016042
123,9908.79,0.76381,2.35304,0.53732,1.08428,0.58448,0.49767,0.47807,0.38282,0.54281,0.45599,0.41063,0.22184,1.04782,3.1312,1.02325,1.42581,0.00015844,0.00015844,0.00015844
